Vereador;Partido;Aprovado;Ementa;Texto
Carlão do PT;PT;não;INSTITUI A CAMPANHA ANUAL DE COMBATE ÀS DISCRIMINAÇÕES NO ÂMBITO DA ADMINISTRAÇÃO PÚBLICA DIRETA E INDIRETA NO MUNICÍPIO DE CAMPINAS, BEM COMO NAS EMPRESAS PERMISSIONÁRIAS OU CONCESSIONÁRIAS DE SERVIÇOS PÚBLICOS MUNICIPAIS.;"Artigo. 10 . Institui a Campanha Anual de Combate às Discriminações no âmbito da Administração Pública Direta e Indireta do Município de Campinas, bem como nas empresas permissionárias e concessionárias de serviços públicos municipais.
Artigo. 20 . A Campanha Anual de Combate às Discriminações será desenvolvida através das seguintes iniciativas .
I veiculação, nas contas dos usuários dos serviços prestados, seja por autarquias, fundações e empresas públicas municipais, bem como por empresas permissionárias e concessionárias de serviços públicos municipais, de mensagens voltadas ao combate á discriminação;
II divulgação, através dos espaços de publicidade existentes em ônibus das empresas públicas municipais ou permissionárias de transporte municipal, bem como nos espaços públicos de publicidade, de mensagens com conteúdo antidiscriminatório.
III	- veiculação, nos comprovantes de pagamentos de vencimentos e salários de servidores públicos municipais da administração direta e indireta e empregados de autarquias, fundações e empresas públicas municipais, bem como por empresas permissionárias e concessionárias de serviços públicos municipais, de mensagens voltadas ao combate á discriminação.
IV	— veiculação do número do telefone do SOS Discriminação (Lei Municipal n o 10.582 de 12 de Julho de 2000) nas contas dos usuários de água da SANASA, por meio de inserção de uma frase- ""SÓ HÁ CIDADANIA COM IGUALDADE RACIAL"".
Artigo. 30 . As mensagens de caráter antidiscriminatório deverão ser veiculadas ao longo do ano, e será garantida essa divulgação, dentre outras, nas seguintes datas :
l- 8 de Março - Dia Internacional da Mulher;
O Dia Internacional da Mulher é comemorado mundialmente no dia 08 de março; a data frisa a importância da mulher na sociedade e a história da luta pelos seus direitos.
Il- 21 de Março - Dia Internacional de Luta Pela Eliminação da Discriminação Racial ;
Lei Municipal n o 14.056 de 27 de Abril de 2011.
Ill- 13 de Maio - Dia de Nacional de Denúncia do Racismo;
A partir da década de 1980, os movimentos sociais negros deram um novo significado para 0 13 de Maio, pois para os movimentos a abolição da escravidão não significou liberdade nem a Lei Aurea aboliu a discriminação.
IV-	25 de Maio - Dia de Solidariedade à África; Lei Municipal 10.196 de 18 de Agosto de 1999.
V-	28 de Junho - Dia Internacional do Orgulho Homossexual; Lei Municipal n o 10.182 de 1999
Vl- 25 de Julho - Dia da Mulher Negra Latino Americana e Caribenha; Lei Municipal n o 14.054 de 27 de Abril de 2011.
VII	- 20 de Novembro - Dia Nacional da Consciência Negra; Lei Municipal n o 11.128 de 2002.
VIII	- OI de Dezembro - Dia Mundial de Luta Contra a Aids;
Transformar 0 10 de dezembro em Dia Mundial de Luta Contra aAids foi uma decisão da
Assembleia Mundial de Saúde, em outubro de 1987, com apoio da Organização das Nações Unidas — ONU. A data serve para reforçar a solidariedade, a tolerância, a compaixão e a compreensão com as pessoas infectadas pelo HlV/aids. A escolha dessa data seguiu critérios próprios das Nações Unidas. No Brasil, a data passou a ser adotada, a partir de 1988, por uma portaria assinada pelo Ministério da Saúde.
IX- 10 de Dezembro — Dia Internacional dos Direitos Humanos.
Celebrado a 10 de Dezembro, dia em que, em 1948, a Declaração Universal dos Direitos Humanos foi proclamada pela Assembleia Geral das Nações Unidas, em Paris.
Artigo. 40 . A Câmara Municipal através da Comissão de Educação, receberá um relatório semestral das veiculações previstas nesta Campanha Anual de Combate às Discriminações, o qual conterá as diversas formas de divulgação previstas no art. 2 0 desta lei.
Artigo. 50 . O Poder Executivo regulamentará a presente Lei a partir da data da sua publicação.
Artigo. 60 . As despesas decorrentes da aplicação desta lei correrão por conta das dotações orçamentárias próprias"
Carlão do PT;PT;não;DISPÕE SOBRE A POSSIBILIDADE DE AS ESCOLAS DA REDE MUNICIPAL DE ENSINO RECEBEREM DOAÇÕES DE BENS MÓVEIS, INCLUSIVE COMPUTADORES E DEMAIS EQUIPAMENTOS TECNOLÓGICOS, DE PESSOAS FÍSICAS, EMPRESAS, ONGS E AUTARQUIAS.;"Art. 1 2 Em sintonia com o Decreto n? 19.556, de 20 de julho de 2017, ficam também autorizadas todas as escolas da Rede Municipal de Ensino a receber doações de bens móveis, inclusive computadores e demais equipamentos tecnológicos, de pessoas físicas, empresas, ONGs e autarquias.
Art. 2 2 A cessão será efetivada mediante Termo de Cessão, do qual constará a indicação de transferência de carga patrimonial da unidade cedente para a cessionária.
Art. 3 2 0 processo de recebimento das doações deverá ser amplamente divulgado, de maneira transparente, no sítio oficial da escola, bem como informado à Secretaria Municipal de Educação através de ofício.
Art. 4 2 Os itens recebidos deverão ser devidamente catalogados e incorporados ao patrimônio da escola."
Carlão do PT;PT;sim;DENOMINA PRAÇA JURANDIR MARIANO DA CUNHA UMA PRAÇA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;Art. 1 0 Fica denominada Praça Jurandir Mariano da Cunha a Praça 03 (Quarteirão 9315, Código Cartográfico 3431.4300.0125, com área de 46.181,77m2) do loteamento Parque Residencial Vila União, situada entre a Rua Dona Esmeralda Oliveira Mathias (Rua 21), uma área destinada a equipamento público comunitário, ambas no mesmo loteamento, e área non aedificandi paralela à Rodovia dos Bandeirantes (SP-348).
Carlão do PT;PT;não;INSTITUI NO ÂMBITO DO MUNICÍPIO DE CAMPINAS O RECONHECIMENTO DO INSTITUTO CULTURAL BABÁ TOLOJI COMO ESPAÇO DE CULTURA, MANIFESTAÇÃO, PRESERVAÇÃO, MEMÓRIA E IDENTIDADE DE ARTE AFRICANA.;"Art. 1 2 Fica instituído no âmbito do município de Campinas o reconhecimento do Instituto Cultural Babá Toloji como espaço de cultura, manifestação, preservação, memória e identidade de arte africana.
Art. 2 2 A gestão do Instituto Cultural Babá Toloji caberá ao seu conselho curador, coordenado por seu fundador, Luiz Antônio Castro de Jesus.
Art. 3 2 0 poder público, através das secretarias municipais de Cultura, Educação e Desenvolvimento Econômico e Turismo, poderá assegurar ao Instituto Cultural Babá Toloji apoio no desenvolvimento de projetos e ações voltados para a preservação da memória e identidade da arte africana.
Art. 42 As despesas decorrentes da aplicação desta Lei correrão por conta de dotações
 
orçamentárias próprias, suplementadas se necessário."
Carmo Luiz;PSC;sim;DENOMINA PRAÇA SANDRA HITOMI TAKAHASHI UM SISTEMA DE RECREIO DO MUNICÍPIO DE CAMPINAS.;"Art. I  Fica denominado Praça Sandra Hitomi Takahashi o Sistema de Recreio 01 (Quarteirão 740, Código Cartográfica 3234.6105.0001, com área de 168,00m 2 ) do loteamento Cidade Universitária Campineira, distrito Barão Geraldo, situado na Avenida Dr. Romeu Tórtima (Avenida 01) do mesmo loteamento.

Art. 2 Esta Lei entra em vigor na data de sua publicação."
Carmo Luiz;PSC;não;DISPÕE SOBRE A OBRIGATORIEDADE DE APARELHOS DE ULTRASSOM PARA EXAMINAR ÁRVORES COM RISCOS DE QUEDA NO MUNICÍPIO, E DÁ OUTRAS PROVIDÊNCIAS.;"A Câmara Municipal de Campinas aprovou, e eu, Prefeito Municipal de Campinas, sanciono e promulgo a seguinte lei:
Art. 10 Fica obrigatória a aquisição de aparelhos de ultrassom para examinar árvores com riscos de queda no Município de Campinas.
Art. 20 0 Poder Executivo regulamentará a presente Lei, estabelecendo os requisitos necessários à instalação.
Art. 30 Esta Lei entra em vigor na data de sua publicação."
Carmo Luiz;PSC;não;DENOMINA RUA ANTONIO TERUYA UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;"Art. 1 Fica denominada Rua Antonio Teruya a Rua 05 do loteamento Jardim Aruã, no distrito de Barão Geraldo, com início na Avenida Albino José Barbosa de Oliveira e término na divisa do loteamento junto ao Lote OI da Quadra A (Quarteirão 567).
Art. 2 Esta Lei entra em vigor na data de sua publicação."
Carmo Luiz;PSC;sim;DENOMINA RUA VITALINO ALEXANDRE DOS SANTOS UMA VIA PÚBLICA DO MUNICÍPIO DE CAMPINAS.;"Art. 1 Fica denominada Rua Vitalino Alexandre dos Santos a Rua 12 do loteamento Jardim Campo Belo — 2 a parte, com início na Rua Folia de Reis (Rua 01) e término na divisa do loteamento.
Art. 2 Esta Lei entra em vigor na data de sua publicação."
Carmo Luiz;PSC;não;ASSEGURA À CRIANÇA E AO ADOLESCENTE CUJO PAI, MÃE OU RESPONSÁVEL SEJA PESSOA COM DEFICIÊNCIA OU COM IDADE IGUAL OU SUPERIOR A SESSENTA ANOS PRIORIDADE DE VAGA NA UNIDADE DA REDE PÚBLICA MUNICIPAL DE ENSINO MAIS PRÓXIMA DE SUA RESIDÊNCIA.;"Art. I Fica assegurada à criança e ao adolescente cujo pai, mãe ou responsável seja pessoa com deficiência ou com idade igual ou superior a sessenta anos a prioridade de vaga na unidade da rede pública municipal de ensino mais próxima de sua residência.
I  Para o fim do disposto no caput deste artigo, a pessoa com deficiência ou com idade igual ou superior a sessenta anos deverá solicitar o cadastramento diretamente às unidades da rede pública municipal de ensino que sejam de interesse da família, mediante apresentação de:
I	- documento de identificação da criança ou do adolescente,
II	- documento do pai, mãe ou responsável que ateste a condição de pessoa com deficiência ou a idade superior a sessenta anos, e
III	- comprovante de residência.
S 2 No caso de o responsável não ser um dos pais da criança ou do adolescente, será necessário apresentar certidão que comprove sua guarda.
Art. 2 As despesas decorrentes da implantação desta Lei correrão por conta de dotações orçamentárias próprias, suplementadas se necessário.
Art. 3 Esta Lei entra em vigor na data de sua publicação."
Carmo Luiz;PSC;não;DISPÕE SOBRE A OBRIGATORIEDADE DA COLOCAÇÃO DE DORMITÓRIOS, COMEDOUROS E BEBEDOUROS PARA ANIMAIS DE RUA NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;"Art. 1 Para garantia da proteção e do bem estar dos animais que vivem na rua, fica obrigada a instalação de dormitórios, bebedouros e comedouros públicos nas ruas do município.
S1 A construção dos dormitórios, dos comedouros e bebedouros públicos, bem como o seu abastecimento, não será de responsabilidade do órgão público municipal, devendo ser realizada pela comunidade, instituições públicas ou privadas ou por pessoas físicas comprometidas com a causa animal,
S2 Caberá a comunidade de onde estão localizados os dormitórios, comedouros e bebedouros públicos zelar pela sua conservação e higiene, ficando sujeito a fiscalização do órgão municipal responsável.
Artigo 2 Para confecção dos dormitórios, comedouros e bebedouros públicos poderão ser firmadas parcerias, levando o projeto para escolas, presídios, instituições de recuperação de jovens, sejam elas públicas ou privadas.
Artigo 3 Além das parcerias mencionadas no artigo anterior poderão ser realizadas campanhas para a arrecadação de materiais para confecção dos dormitórios, bebedouros e comedouros públicos, bem como, para arrecadação de ração para o abastecimento dos comedouros.
Artigo 4 É proibido retirar os dormitórios, bebedouros e comedouros públicos sem autorização do órgão municipal responsável, exceto para limpeza desde que seja feita devolução imediata.
Artigo 5 A danificação total ou parcial dos dormitórios, bebedouros e comedouros públicos será punida com multa de 500 UFICs (Unidades Fiscais de Campinas), sen do o valor revertido para a causa animal.
Parágrafo Único: Caso a pessoa responsável pela danificação não possua condições de pagar o valor da multa, poderá ser voluntaria na construção de novos bebedouros, comedouros e dormitórios públicos ou na higienização dos mesmos.
Artigo 6 As determinações contidas no artigo anterior deverão ser aplicadas e fiscalizadas pelo órgão municipal responsável.
Artigo 7 0 Poder Executivo complementará esta Lei no que for necessário.
Artigo 8 Esta Lei entra em vigor na data de sua publicação."
Carmo Luiz;PSC;sim;INSTITUI O MÊS FEVEREIRO VIOLETA, DEDICADO À REALIZAÇÃO DE CAMPANHA PELA ERRADICAÇÃO DO ANALFABETISMO EM CAMPINAS.;"Art. 1 2 Fica instituído no município de Campinas o mês Fevereiro Violeta, dedicado à realização de campanha pela erradicação do analfabetismo em Campinas.
Art. 2 2 No mês Fevereiro Violeta será realizada a busca ativa de pessoas que não tiveram a oportunidade de frequentar a sala de aula no tempo propício.
Art. 3 2 Esta Lei entra em vigor na data de sua publicação."
Carmo Luiz;PSC;não;PROÍBE A VENDA DE BRINQUEDOS QUE SE CONSTITUEM RÉPLICAS E SIMULACROS DE ARMAS DE FOGO E ARMAS BRANCAS, NO MUNICÍPIO DE CAMPINAS, E DÁ OUTRAS PROVIDÊNCIAS.;"Art. 1.0 -- Fica proibido a venda e comercialização de brinquedos, nacionais e importados, que se constituem réplicas de armas de fogo e armas brancas, bem como qualquer brinquedo (lue tenha cano ou gatilho, no município de Campinas.
Paragrafo Unico: O disposto no caput, se aplica às lojas especializadas ou não, feiras livres qualquer estabelecimento comercial.
Art. 20 — O descumprimento desta Lei, sujeitará ao infrator às seguintes penalidades:
I — Advertência;
11 - Multa de 3.000 (três mil) UFIC's;
III	— Suspensão das atividades por 30 (trinta) dias;
IV	— Cassação do alvará de funcionamento.
Art. 3 0 — Fica o Poder Público autorizado a celebrar convênios com empresas privadas sindicatos e entidades de caráter público, para a viabilizar a perfeita execução desta Lei.
Art. 40 — O Poder Executivo regulamentará esta Lei, no que couber, no prazo de 60 (sessenta dias, a contar de sua publicação.
Art. 50 — Esta lei entra em vigor na data de sua publicação."
Carmo Luiz;PSC;não;REGULAMENTA O USO E A DISPONIBILIZAÇÃO DE PATINETES ELÉTRICOS NO MUNICÍPIO DE CAMPINAS E DÁ OUTRAS PROVIDÊNCIAS.;"Art. 1º Fica regulamentado o uso e a disponibilização de patinetes elétricos no município de Campinas. 

Parágrafo único. Para fins desta Lei, entende-se por patinete elétrico todo equipamento de duas ou três rodas, provido de motor de propulsão elétrica e cuja velocidade máxima declarada pelo fabricante não ultrapasse 30 km/h (trinta quilômetros por hora). 

Art. 2º Acirculação de patinete elétrico é permitida somente em áreas de circulação de pedestres, ciclovias e ciclofaixas, atendidas as seguintes condições: 

|velocidade máxima de 6 km/h (seis quilômetros por hora) em áreas de circulação de pedestres; Il - velocidade máxima de 20 km/h (vinte quilômetros por hora) em ciclovias e ciclofaixas; e WI] - uso de indicador de velocidade e de sinalização noturna e dianteira no patinete elétrico. 

Art. 32º As empresas que disponibilizam patinetes elétricos deverão dotá-los dos seguintes equipamentos: 

|farol dianteiro de cor branca ou amarela; 1 - lanterna de cor vermelha na parte traseira; e III - velocímetro. 

Art. 4º As empresas que disponibilizam patinetes elétricos deverão oferecer e divulgar número de telefone ou outra forma para contato com central de atendimento 24h (vinte e quatro horas), a fim de viabilizar o acesso a informações acerca de equipamentos que estejam estacionados de maneira irregular, caso em que deverão recolhê-los no prazo de duas horas. "
Carmo Luiz;PSC;sim;DENOMINA PRAÇA CYRO BALDIN UM SISTEMA DE RECREIO DO MUNICÍPIO DE CAMPINAS.;Art. 1º Fica denominado Praça Cyro Baldin o Sistema de Recreio 02 (Quarteirão 741, Código Cartográfico 3234.6102.0001, com área de 186,00m?) do loteamento Cidade Universitária Campineira, no distrito de Barão Geraldo, situado entre as pistas da Avenida Dr. Romeu Tórtima (Avenida 01), no trecho entre a Rua Catharina Signori Vicentin (Rua 01) e a Rua Prof. Dr. Luciano Venere Décourt (Rua 02), no mesmo loteamento. 
Carmo Luiz;PSC;não;TORNA OBRIGATÓRIA A APRESENTAÇÃO DOS MATERIAIS UTILIZADOS EM PROCEDIMENTOS DE VACINAÇÃO AO PACIENTE OU SEU RESPONSÁVEL.;"Art. I P Os órgãos públicos municipais de saúde e as clínicas de imunização e vacinação, no âmbito do município de Campinas, ficam obrigados a apresentar ao paciente ou seu responsável os materiais utilizados em procedimentos de vacinação.
Parágrafo único. Entre os materiais de que trata o caput deste artigo estão compreendidos:
I	- seringa descartável;
II	- agulha descartável; e
III	- rótulo da vacina."
Carmo Luiz;PSC;sim;INSTITUI O DIA DO CERIMONIALISTA NO ÂMBITO DO MUNICÍPIO DE CAMPINAS.;"Art. 1 2 Fica instituído no âmbito do município de Campinas o Dia do Cerimonialista, a ser comemorado anualmente no dia 29 de outubro.
Art. 2 2 As solenidades comemorativas do Dia do Cerimonialista serão elaboradas com o apoio do Poder Executivo e de empresas do ramo de cerimonial,
Art. 3 P A data fará parte do calendário oficial de eventos do município de Campinas."
Carmo Luiz;PSC;não;DISPÕE SOBRE A OBRIGATORIEDADE DE OS CARTÓRIOS DO MUNICÍPIO DE CAMPINAS ACEITAREM QUE O PAGAMENTO DE TAXAS SEJA REALIZADO ATRAVÉS DE CARTÕES DE DÉBITO.;"Art. 1 2 Torna-se obrigatório a todos os cartórios no âmbito do município de Campinas aceitar o pagamento de taxas através de cartões de débito.
Parágrafo único. Fica a critério dos cartórios referidos no caput a aceitação do pagamento de taxas através de cartões de crédito.
Art. 2 2 Os cartórios terão noventa dias para adaptar-se aos dispositivos desta Lei, a partir da data de sua publicação."
